iter	MAPE	MAE
239	0.2534687779	52327.88019
240	0.253461141	52326.88704
241	0.2534246945	52322.62581
242	0.2532737575	52293.68978
243	0.2528824356	52196.2037
244	0.2527348393	52176.42407
245	0.2527073497	52173.91033
246	0.2525399481	52151.30992
247	0.2524837782	52145.27987
248	0.2523449095	52120.22249
249	0.2523395886	52119.70509
250	0.2522363463	52106.73784
251	0.2520810204	52077.41544
252	0.2520752715	52076.85221
253	0.251929129	52056.65552
254	0.2519247344	52056.21698
255	0.2516607478	51993.5598
256	0.2514861777	51967.86654
257	0.2513933788	51960.018
258	0.251326487	51954.17249
259	0.2512578851	51949.82583
260	0.2512013508	51942.07784
261	0.2511481996	51937.90082
262	0.2510766732	51930.06432
263	0.2510729828	51929.68253
264	0.2510727955	51929.656
265	0.2510610071	51926.57287
266	0.251021975	51920.27733
267	0.2509694831	51912.17356
268	0.2508725306	51898.51376
269	0.2506889945	51862.13126
270	0.2506310695	51852.89713
271	0.2505440333	51840.34203
272	0.2504306879	51815.82466
273	0.2504186695	51814.09032
274	0.2503513174	51800.29247
275	0.2502961802	51792.35928
276	0.2502103691	51783.73475
277	0.2501627869	51778.21958
278	0.250038935	51755.48244
279	0.2498589734	51732.02905
280	0.249785135	51720.41829
281	0.2497090078	51714.10526
282	0.2496746619	51709.3644
283	0.2496218874	51704.34111
284	0.2493548855	51653.60872
285	0.2490641872	51592.14527
286	0.2489661659	51582.90679
287	0.2489473352	51576.2364
288	0.2488217805	51557.50663
289	0.2487808996	51553.16242
290	0.2487378615	51545.3848
291	0.2486570552	51538.78463
292	0.2484623594	51499.84357
293	0.2484401788	51496.15061
294	0.2483018297	51481.64703
295	0.2482679673	51473.6193
296	0.2481691421	51464.53721
297	0.2481205342	51459.23165
298	0.2480805993	51451.76342
299	0.247990919	51430.93915
300	0.2479541086	51428.42416
301	0.2478769597	51415.30945
302	0.2478322794	51407.50588
303	0.2478097897	51406.0638
304	0.2476587578	51380.793
305	0.2476294823	51374.40927
306	0.2475708003	51361.22038
307	0.247479453	51348.31978
308	0.2474103167	51343.42297
309	0.2473561969	51334.46063
310	0.2472894008	51324.70904
311	0.2471340204	51290.2464
312	0.2470856413	51281.71575
313	0.2470594078	51277.98745
314	0.2470285613	51272.3573
315	0.2470221136	51271.91488
316	0.247020901	51271.74407
317	0.2470004294	51269.56518
318	0.2469597825	51264.7921
319	0.2469350821	51262.26163
320	0.2469321418	51261.97818
321	0.2468708783	51258.17571
322	0.2467823639	51248.53428
323	0.2467566325	51243.74663
324	0.2467024755	51236.24241
325	0.2465956384	51215.82244
326	0.2465439868	51210.0087
327	0.246448042	51198.31116
328	0.2464460372	51198.13354
329	0.2464196903	51195.14229
330	0.2463541349	51183.4271
331	0.2462432331	51171.04508
332	0.2462133169	51166.52524
333	0.246153998	51154.38388
334	0.2461020778	51149.71591
335	0.2460996203	51149.47209
336	0.2460974073	51149.24247
337	0.245944172	51122.21699
338	0.2458451843	51101.25286
339	0.2458180746	51097.54158
340	0.2458168444	51097.4304
341	0.2458084097	51096.69272
342	0.2457801571	51091.67552
343	0.2456629038	51073.38064
344	0.2455478829	51044.1694
345	0.2454627143	51027.75203
346	0.2454345739	51024.79034
347	0.2454257236	51023.91134
348	0.245383092	51017.83753
349	0.2453050844	51008.02064
350	0.2452372071	50998.25051
351	0.2451833517	50988.16846
352	0.2450692952	50968.10741
353	0.2450131565	50959.40685
354	0.244976432	50952.89834
355	0.2449482	50949.18821
356	0.2448823607	50937.95605
357	0.2448533257	50934.0079
358	0.2447747634	50917.58078
359	0.24474374	50912.41507
360	0.244661041	50899.68219
361	0.2446449916	50897.02468
362	0.2446009313	50893.47759
363	0.2445545542	50885.10597
364	0.2445429165	50883.27139
365	0.2445304116	50882.48238
366	0.2445289877	50882.3559
367	0.2445129536	50880.24232
368	0.2444975641	50878.33294
369	0.2444562686	50871.70859
370	0.2444100221	50865.45574
371	0.2443711332	50856.49174
372	0.2443116829	50850.65528
373	0.2442803432	50845.01818
374	0.2441582383	50819.60393
375	0.2441235962	50815.96215
376	0.2440863841	50810.10823
377	0.2440621121	50804.43816
378	0.2440361367	50798.55146
379	0.2440222405	50796.45455
380	0.2439811529	50789.72207
381	0.2438769747	50774.09512
382	0.243847277	50770.62994
383	0.2438308483	50767.34245
384	0.2437913162	50757.86634
385	0.2437644169	50753.57274
386	0.2437532988	50751.58052
387	0.2436879589	50738.07019
388	0.2436466084	50731.20386
389	0.2436254934	50728.51543
390	0.24358654	50724.14502
391	0.2435158823	50716.42957
392	0.2435125413	50716.08031
393	0.2434558507	50711.94293
394	0.2433836951	50696.04114
395	0.2433639969	50691.58967
396	0.2433093687	50680.81181
397	0.2431521846	50650.71563
398	0.2429990702	50614.54478
399	0.2429728991	50610.75804
400	0.2429574356	50607.99279
401	0.2429571024	50607.96488
402	0.2429364182	50602.83249
403	0.24290071	50597.43023
404	0.2427419623	50561.30387
405	0.2427155564	50558.05089
406	0.2427081024	50557.42913
407	0.2426342622	50550.03085
408	0.2426088077	50547.88628
409	0.2425863408	50543.49853
410	0.2425771173	50537.99378
411	0.2425562784	50534.57853
412	0.2425275516	50526.20171
413	0.242489359	50521.8133
414	0.2424625115	50519.43975
415	0.2424516805	50518.76045
416	0.242409467	50512.75926
417	0.242373743	50508.46281
418	0.2423344962	50504.47629
419	0.2422964704	50499.55589
420	0.2422128386	50488.72824
421	0.2422084471	50487.90242
422	0.2422082761	50487.89035
423	0.2422081067	50487.87841
424	0.2421239496	50481.17143
425	0.2420917255	50474.05054
426	0.2420478001	50468.35906
427	0.2420427892	50467.92216
428	0.241995609	50459.5583
429	0.2419850871	50458.88998
430	0.2419350663	50450.09936
431	0.2418738513	50439.89993
432	0.2418466745	50435.07369
433	0.2418014263	50430.49465
434	0.2417996639	50430.30342
435	0.2417570228	50422.5282
436	0.2416136824	50402.22399
437	0.2415667597	50395.35343
438	0.2415369808	50390.01332
439	0.2415227413	50387.46284
440	0.2415115779	50386.64159
441	0.2414922488	50384.95428
442	0.2413985733	50371.89188
443	0.2413675008	50368.81489
444	0.2413422543	50361.67556
445	0.2412803611	50347.35978
446	0.2412509296	50338.94616
447	0.2412469701	50338.47577
448	0.241131749	50315.86203
449	0.2411004485	50313.39044
450	0.2410952686	50311.76312
451	0.2410593991	50306.04543
452	0.2410027745	50299.7322
453	0.2409480615	50284.22524
454	0.2408951764	50272.64327
455	0.2408919182	50272.3981
456	0.2408790233	50270.2515
457	0.2408354625	50262.86517
458	0.2407052539	50239.01207
459	0.2406522651	50232.16155
460	0.2406189922	50225.91797
461	0.2405786241	50220.02592
462	0.2405691121	50218.31476
463	0.2405493517	50215.84545
464	0.2405487458	50215.79137
465	0.240466861	50207.51603
466	0.2403978666	50199.82876
467	0.240372183	50196.18747
468	0.2403686225	50195.63797
469	0.2403083729	50188.18139
470	0.240262007	50176.30118
471	0.2402036327	50171.7068
472	0.2401530152	50164.95476
473	0.2401527472	50164.93183
474	0.2401212885	50161.49179
475	0.2400922053	50155.9839
476	0.2400632277	50153.92183
477	0.2400339466	50147.56621
478	0.2399408107	50127.00187
479	0.2399108145	50123.38075
480	0.239903218	50121.07785
481	0.2398828286	50117.24449
482	0.2398595431	50114.27462
483	0.2398136548	50107.64555
484	0.2397738184	50096.53473
485	0.2397323468	50088.96317
486	0.2397031693	50084.30455
487	0.2395571157	50047.49146
488	0.2395446271	50045.78449
489	0.2394574839	50031.64169
490	0.2394024836	50025.32416
491	0.239377092	50019.9827
492	0.239314184	50009.39588
493	0.2392864051	50001.04468
494	0.2392627791	49996.09891
495	0.2392224106	49991.01668
496	0.2391450504	49985.01353
497	0.239077735	49978.04655
498	0.2390362296	49973.91444
499	0.2390048112	49967.53816
500	0.2389703438	49962.0884
501	0.2389655529	49961.75635
502	0.2389447378	49958.74582
503	0.2388489687	49947.23355
504	0.2387489453	49937.32952
505	0.2387099488	49932.72333
506	0.2387078214	49932.17711
507	0.2386234197	49916.54382
508	0.2386150261	49915.35784
509	0.2385616043	49909.13511
510	0.2385446613	49902.98606
511	0.2385163422	49900.06374
512	0.2384907084	49896.16403
513	0.2384728189	49893.82838
514	0.2384435495	49887.16881
515	0.2384151692	49880.99479
516	0.2384036266	49878.04653
517	0.2383850351	49873.10336
518	0.2383460469	49865.45734
519	0.2383173165	49857.9353
520	0.2382703464	49852.12964
521	0.2382660804	49851.67163
522	0.23822642	49843.00925
523	0.2382078951	49840.87139
524	0.2381570951	49830.32963
525	0.2381565156	49830.26863
526	0.2381316147	49825.89246
527	0.238104379	49822.3632
528	0.2380866679	49819.19048
529	0.238066915	49816.63454
530	0.2380387023	49812.99696
531	0.2379854072	49804.09444
532	0.2379716954	49802.78162
533	0.2379402503	49798.03023
534	0.2379152374	49795.07518
535	0.2378915696	49792.25549
536	0.2378520466	49789.28984
537	0.237831	49785.15125
538	0.2377335451	49764.66387
539	0.2376712645	49755.23719
540	0.2376487149	49748.56742
541	0.2376438484	49748.29928
542	0.2376437559	49748.2919
543	0.2376184881	49745.75414
544	0.2375384006	49737.90679
545	0.2375022037	49733.70759
546	0.2374532387	49718.08577
547	0.2374134224	49709.00972
548	0.2373781025	49702.79236
549	0.2372931495	49690.1692
550	0.2372871249	49689.63261
551	0.2372669276	49687.5388
552	0.237201269	49674.56583
553	0.2371668736	49670.68716
554	0.2371076117	49658.39796
555	0.2370830218	49652.20525
556	0.2370055124	49636.50917
557	0.2369735102	49632.96869
558	0.2369541826	49630.22396
559	0.2369348737	49627.12886
560	0.2369132159	49622.53632
561	0.2368919906	49619.78661
562	0.2368702852	49617.16085
563	0.2368592436	49614.40629
564	0.2368177671	49609.37439
565	0.2367724356	49605.15797
566	0.2367439415	49601.83393
567	0.2367271124	49600.5369
568	0.2366822852	49597.65551
569	0.2365859118	49578.75931
570	0.2365731726	49577.90451
571	0.236568617	49577.61772
572	0.2365291032	49574.11963
573	0.2365074085	49571.75213
574	0.2365073476	49571.7471
575	0.2364718244	49567.92503
576	0.2364473485	49564.86855
577	0.2364306779	49562.00579
578	0.2364118112	49558.33542
579	0.2364015961	49555.93596
580	0.236310768	49544.29845
581	0.2362920526	49541.66899
582	0.2362462966	49537.04942
583	0.2362107908	49530.64505
584	0.2361601606	49524.69695
585	0.2361559578	49524.43188
586	0.2361419324	49522.91775
587	0.2361276983	49520.56679
588	0.236125569	49520.4108
589	0.2360784976	49512.0034
590	0.2360762885	49511.53561
591	0.2360265821	49507.05088
592	0.2360184965	49505.17963
593	0.2360132389	49504.49306
594	0.2360131724	49504.48746
595	0.2359849284	49500.33506
596	0.2359738379	49498.03139
597	0.2359561224	49495.1169
598	0.2359349114	49488.32896
599	0.2359069636	49484.31206
600	0.2358788669	49480.11981
601	0.2358782996	49479.99942
602	0.2358373798	49474.92477
603	0.2358067322	49466.7615
604	0.2357497082	49454.99445
605	0.2357345524	49452.62892
606	0.235717672	49449.11171
607	0.2356907592	49445.0413
608	0.235651243	49440.98102
609	0.2356512106	49440.97739
610	0.2356448217	49440.4057
611	0.2356154198	49436.93736
612	0.2356140986	49436.81137
613	0.2356013516	49435.38268
614	0.2355817752	49432.74679
615	0.235501829	49426.09702
616	0.2354784042	49422.00105
617	0.2354521126	49417.3654
618	0.2353712327	49409.83697
619	0.2353539358	49407.57617
620	0.2353334405	49403.39375
621	0.2353205197	49401.60884
622	0.2353043211	49398.25506
623	0.2352479678	49393.03231
624	0.2351634706	49375.79852
625	0.235140465	49373.98185
626	0.2351243802	49371.41167
627	0.2350636347	49359.72835
628	0.2350400549	49354.54331
629	0.2349951226	49350.4999
630	0.2349742171	49347.90326
631	0.2349715168	49347.26117
632	0.2349469783	49342.90039
633	0.2349162076	49337.68244
634	0.2349134237	49337.23485
635	0.234906802	49336.46784
636	0.2349022216	49336.09935
637	0.2348974986	49335.05121
638	0.2348973091	49335.01522
639	0.2348760506	49332.62806
640	0.2348551399	49330.02082
641	0.2348312516	49327.07847
642	0.2348309902	49327.05541
643	0.2348226993	49325.75151
644	0.2348023346	49322.95706
645	0.2347961053	49322.53703
646	0.2347790936	49319.53403
647	0.2347776333	49319.437
648	0.2347745823	49318.87395
649	0.2347626304	49313.60139
650	0.2347418685	49311.21105
651	0.2347119795	49307.88254
652	0.2346622697	49303.17145
653	0.2346332604	49299.91642
654	0.2346242407	49298.05313
655	0.234568092	49287.11596
656	0.2345409817	49284.4432
657	0.2344949644	49276.54733
658	0.2344717766	49274.78211
659	0.2344693475	49274.55867
660	0.2344294609	49267.21722
661	0.2344202454	49266.16817
662	0.2343670518	49256.58099
663	0.2343499689	49255.44739
664	0.2343452691	49255.0907
665	0.2343238547	49253.01052
666	0.234278535	49248.4058
667	0.234257829	49245.61956
668	0.2342010004	49236.23286
669	0.2341855694	49234.089
670	0.2341713988	49232.40732
671	0.2341592275	49230.98226
672	0.2341352904	49228.76511
673	0.2340803867	49222.64413
674	0.2340380654	49213.99203
675	0.2340193193	49211.84216
676	0.234010491	49207.0924
677	0.2339751289	49202.87584
678	0.233912101	49190.39613
679	0.2338971149	49188.87295
680	0.2338760913	49186.71433
681	0.233873472	49186.20884
682	0.2338111132	49175.09449
683	0.2337935077	49170.65955
684	0.2337741147	49167.31627
685	0.2337160878	49159.70287
686	0.2337130236	49159.47788
687	0.2336823185	49156.79736
688	0.2336785397	49156.35621
689	0.2336600451	49154.12223
690	0.2336417527	49151.2407
691	0.2335663131	49138.2261
692	0.2335407918	49134.86696
693	0.2335068584	49130.07419
694	0.2334967058	49126.39703
695	0.2334755225	49124.20049
696	0.2334532118	49121.32866
697	0.233402649	49116.4443
698	0.2333765662	49111.50618
699	0.2333516353	49107.85377
700	0.2333011346	49099.75814
701	0.2332860231	49097.15041
702	0.2332781374	49096.12728
703	0.2332145902	49091.21884
704	0.2332018901	49089.67783
705	0.233178957	49087.25438
706	0.2331640293	49084.50494
707	0.2331510988	49082.28629
708	0.2331205198	49078.52236
709	0.2330904736	49074.55297
710	0.2330744775	49072.39246
711	0.2330269525	49065.31235
712	0.2330099607	49062.72944
713	0.2328160628	49011.96032
714	0.2327950524	49008.63585
715	0.2327762511	49003.55189
716	0.2327689947	49002.58876
717	0.2326969348	48988.64003
718	0.232671205	48984.47188
719	0.2326524826	48982.31762
720	0.2326376855	48980.80256
721	0.232624593	48979.10705
722	0.2326099208	48977.19795
723	0.2325692506	48968.64013
724	0.2325286521	48964.63823
725	0.2324425172	48945.3677
726	0.2324293341	48943.57592
727	0.2324074554	48940.80841
728	0.2323850837	48935.16524
729	0.232335753	48926.88693
730	0.2323091932	48923.56087
731	0.2322822098	48921.04617
732	0.2322669833	48917.63351
733	0.2321816884	48902.36037
734	0.2321703781	48900.9321
735	0.2321467814	48897.68839
736	0.2321115806	48892.20006
737	0.2320898068	48888.98246
738	0.2320702431	48886.83771
739	0.2320356024	48883.34447
740	0.2319638595	48877.37208
741	0.2319339929	48873.63516
742	0.2319310716	48873.14552
743	0.2319203746	48871.95146
744	0.231879041	48866.83709
745	0.2318697224	48865.83455
746	0.2318587988	48864.4525
747	0.23184607	48862.87139
748	0.2318044679	48857.85482
749	0.23178268	48854.79904
750	0.2317484479	48851.5217
751	0.2317312706	48848.81235
752	0.231720752	48847.35749
753	0.2316951148	48840.97431
754	0.2316439815	48834.34397
755	0.2316339139	48832.62808
756	0.2316104599	48826.54231
757	0.2315797342	48822.78432
758	0.2315638455	48820.85085
759	0.2315323163	48816.91463
760	0.2315139718	48813.44564
761	0.2314914123	48811.12994
762	0.2314439592	48804.6948
763	0.231433334	48803.74322
764	0.2313944087	48798.66846
765	0.2313539299	48794.82858
766	0.231338314	48792.49998
767	0.2313201502	48789.96574
768	0.2312608531	48778.35175
769	0.2312502911	48777.13825
770	0.2312306194	48775.14889
771	0.231223157	48774.16971
772	0.2311426282	48763.20584
773	0.2311011984	48758.54724
774	0.2310858119	48756.14581
775	0.2310689961	48753.75373
776	0.2309643006	48730.44965
777	0.2309484955	48728.66257
778	0.2309393681	48727.37198
779	0.2309321546	48725.57351
780	0.230921853	48723.95087
781	0.2309184368	48723.26971
782	0.2308515814	48717.76304
783	0.2308362755	48716.07794
784	0.2308287367	48715.06421
785	0.2308061894	48711.9469
786	0.2307728326	48705.13211
787	0.2307645041	48703.99265
788	0.2307345105	48700.98285
789	0.2307046554	48698.31127
790	0.2306859327	48695.97973
791	0.230667145	48693.98962
792	0.2306320543	48689.70381
793	0.2305802905	48677.42931
794	0.2305702834	48676.13534
795	0.2305400887	48672.72047
796	0.2305238753	48670.66123
797	0.2305134091	48669.4212
798	0.2304967977	48667.00945
799	0.230484344	48665.4436
800	0.2304570474	48662.21017
801	0.2304442675	48660.76523
802	0.2304350389	48659.44527
803	0.2304065752	48656.54536
804	0.2303546888	48653.10025
805	0.2303412156	48651.61658
806	0.2303314602	48649.85314
807	0.2302828484	48645.27283
808	0.2302700985	48642.95253
809	0.230256237	48640.96375
810	0.2302471594	48640.39353
811	0.2302362418	48638.98371
812	0.2302061545	48633.98493
813	0.2301958838	48632.67306
814	0.2301794033	48630.60904
815	0.2301612416	48629.06191
816	0.2301376441	48626.19895
817	0.2301175063	48621.40117
818	0.2301055009	48619.99393
819	0.2300850582	48617.49574
820	0.2300667306	48615.67643
821	0.2300508482	48613.67499
822	0.2300327311	48611.38289
823	0.2299899298	48605.54082
824	0.229980703	48604.3393
825	0.2299630474	48602.55048
826	0.2299534146	48601.39966
827	0.2299381838	48599.8608
828	0.2299003088	48594.79317
829	0.2298890333	48592.89738
830	0.2298737519	48590.99711
831	0.2298382645	48586.31678
832	0.2298227351	48584.35094
833	0.229811474	48582.94311
834	0.229802509	48582.35024
835	0.2297694451	48579.46575
836	0.2297503236	48577.23085
837	0.2297373466	48575.64302
838	0.229723877	48574.20662
839	0.2296980228	48571.58798
840	0.2296769635	48568.7511
841	0.2296678567	48567.36384
842	0.2296576395	48566.10144
843	0.2296487605	48564.94135
844	0.229637733	48563.53368
845	0.2296247735	48562.11557
846	0.2296208483	48561.71333
847	0.229605421	48560.13343
848	0.2295804571	48557.56442
849	0.2295753369	48556.54791
850	0.2295481502	48552.36498
851	0.2295330394	48550.82795
852	0.2295037736	48546.17486
853	0.229494153	48544.97166
854	0.2294606439	48539.9085
855	0.2294136051	48532.01631
856	0.2294000201	48530.14422
857	0.2293896641	48528.80993
858	0.2293771165	48527.51451
859	0.2293579758	48524.55195
860	0.2293460894	48522.89292
861	0.2293290191	48520.86216
862	0.229315319	48519.47289
863	0.2292980316	48517.47163
864	0.2292795953	48515.06754
865	0.2292619304	48512.69464
866	0.2292500581	48510.75987
867	0.2292224039	48508.39331
868	0.2292090512	48506.72118
869	0.2291920942	48504.33202
870	0.2291791053	48502.95785
871	0.2291657014	48501.5809
872	0.2291568659	48500.5183
873	0.2291432825	48496.71139
874	0.2291336986	48495.04119
875	0.2291232941	48493.31473
876	0.2290989546	48489.98793
877	0.2290855514	48488.61665
878	0.2290647822	48486.46187
879	0.2290474096	48484.15737
880	0.2290380841	48483.12306
881	0.229037143	48483.06494
882	0.2290208601	48480.49012
883	0.2290112772	48479.13258
884	0.228995039	48477.22271
885	0.2289849618	48476.11601
886	0.2289753131	48474.99898
887	0.2289544881	48472.85319
888	0.2289441529	48471.17101
889	0.2289224683	48468.76679
890	0.2289121858	48467.6525
891	0.2289017085	48466.54417
892	0.2288799483	48464.1136
893	0.2288514325	48459.09549
894	0.2288433261	48458.02439
895	0.2288311169	48456.80604
896	0.2288034573	48452.59807
897	0.2287919276	48451.41651
898	0.2287772832	48449.63234
899	0.2287472143	48445.60142
900	0.2287356889	48444.15789
901	0.228722408	48442.57996
902	0.2287143558	48441.41857
903	0.2286710208	48436.55106
904	0.228662924	48435.40885
905	0.2286516545	48434.26992
906	0.2286325857	48432.12519
907	0.2286088151	48429.71583
908	0.2285951651	48428.0032
909	0.2285817221	48426.42902
910	0.2285695309	48425.1771
911	0.2285506889	48423.25588
912	0.2285427698	48422.37591
913	0.2285257471	48420.59878
914	0.2285115144	48419.20867
915	0.22850204	48418.25487
916	0.2284889721	48416.68376
917	0.2284798055	48415.73018
918	0.2284709864	48414.25817
919	0.2284282785	48409.43836
920	0.2284196093	48407.99111
921	0.2284123602	48407.19066
922	0.2284041984	48405.97664
923	0.2283848978	48404.02832
924	0.2283761372	48403.12009
925	0.22836825	48402.24027
926	0.2283613858	48401.46862
927	0.2283542346	48400.42217
928	0.2283445285	48399.18801
929	0.2283046861	48394.37404
930	0.2282977768	48393.60841
931	0.2282900713	48392.79946
932	0.2282824135	48391.77852
933	0.2282743963	48390.96272
934	0.2282668371	48390.16841
935	0.2282606293	48389.18327
936	0.2282528044	48388.31917
937	0.2282373627	48386.70726
938	0.2282306273	48385.02465
